x y color
-0.138476 -0.0610865 2
-0.13064 -0.0781919 2
-0.134403 -0.073429 2
-0.151449 -0.0282126 2
-0.148818 -0.0431756 2
-0.128754 -0.0878266 2
-0.148682 -0.0496636 2
-0.142472 -0.0675102 2
-0.140203 -0.0740529 2
-0.138235 -0.0794886 2
-0.144647 -0.0692291 2
-0.140724 -0.0787522 2
-0.157667 -0.0379151 2
-0.157144 -0.0435342 2
-0.155279 -0.0526559 2
-0.157031 -0.0502159 2
-0.163243 -0.0288094 2
-0.151146 -0.0702335 2
-0.16481 -0.0302753 2
-0.149508 -0.0776466 2
-0.141018 -0.0938085 2
-0.145192 -0.088946 2
-0.144313 -0.0920504 2
-0.155814 -0.073013 2
-0.154333 -0.0781078 2
-0.126977 -0.118781 2
-0.144545 -0.0982501 2
-0.14011 -0.105977 2
-0.173506 -0.0327846 2
-0.154669 -0.0870386 2
-0.17743 -0.0183682 2
-0.157076 -0.0864186 2
-0.142753 -0.109938 2
-0.178816 -0.0285508 2
-0.1613 -0.0842606 2
-0.170634 -0.065805 2
-0.180081 0.0367062 2
-0.171552 -0.0683996 2
-0.166127 -0.0827284 2
-0.184018 -0.0302429 2
-0.171986 -0.0743964 2
-0.188037 0.00972161 2
-0.185009 -0.0395484 2
-0.183458 -0.0497722 2
-0.187919 0.0341195 2
-0.186244 -0.0462131 2
-0.179971 -0.0691344 2
-0.193253 0.0130547 2
-0.172946 -0.0892008 2
-0.178398 -0.0799536 2
-0.175464 -0.0882257 2
-0.197002 -0.0107916 2
-0.195164 0.0345458 2
-0.197669 0.0238209 2
-0.192876 -0.0529036 2
-0.197902 -0.0345848 2
-0.188255 -0.0726914 2
-0.172838 -0.105903 2
-0.196172 -0.0545067 2
-0.195492 -0.0600404 2
-0.204198 -0.0222422 2
-0.205006 -0.0231307 2
-0.200889 -0.0507774 2
-0.177506 -0.108631 2
-0.208413 0.0157773 2
-0.20736 -0.0326197 2
-0.166055 -0.129873 2
-0.189185 -0.0950307 2
-0.198622 -0.0758513 2
-0.21134 -0.0303907 2
-0.213823 0.0159081 2
-0.208805 -0.0525482 2
-0.213462 -0.0344035 2
-0.216166 0.0202987 2
-0.217994 0.00321013 2
-0.213725 0.0474017 2
-0.217732 -0.030224 2
-0.219058 -0.0270427 2
-0.213024 -0.0611308 2
-0.212445 -0.0662069 2
-0.210472 -0.0749631 2
-0.221682 -0.0343286 2
-0.224833 -0.0132852 2
-0.214873 -0.0704461 2
-0.211513 -0.082483 2
-0.211066 -0.0860362 2
-0.207796 -0.0958294 2
-0.229588 0.00805936 2
-0.217009 -0.0780867 2
-0.228255 -0.0388162 2
-0.22692 -0.0503205 2
-0.231969 0.025197 2
-0.234085 -0.00836809 2
-0.218023 -0.0880595 2
-0.233387 -0.0352649 2
-0.215594 -0.0982767 2
-0.236663 -0.0236118 2
-0.237174 -0.0272862 2
-0.234858 0.0476341 2
-0.235671 -0.048154 2
-0.236005 -0.0509459 2
-0.241826 -0.0158131 2
-0.241052 -0.0325776 2
-0.243888 -0.0111898 2
-0.235376 -0.0681545 2
-0.242694 -0.0398644 2
-0.246823 0.00343122 2
-0.246656 -0.0232333 2
-0.245119 -0.0417474 2
-0.23682 -0.078686 2
-0.234679 -0.0874724 2
-0.249375 0.0314569 2
-0.252245 0.00187146 2
-0.252969 -0.00966477 2
-0.243154 -0.0736165 2
-0.25174 0.040358 2
-0.255849 0.00187027 2
-0.256757 9.77658e-05 2
-0.257011 0.0182386 2
-0.240647 -0.0945598 2
-0.256675 0.0379123 2
-0.257169 0.0406373 2
-0.253438 0.063454 2
-0.262004 -0.00910454 2
-0.263037 -0.00371277 2
-0.263963 -0.000673059 2
-0.246377 -0.0972198 2
-0.263728 0.0328493 2
-0.264952 0.0301911 2
-0.262325 0.0527092 2
-0.264781 -0.0443448 2
-0.245133 0.111668 2
-0.26455 -0.0553117 2
-0.264527 0.0596584 2
-0.271987 -0.00681052 2
-0.269638 0.0425417 2
-0.272521 0.0271933 2
-0.254518 0.103546 2
-0.275515 -0.00941571 2
-0.274463 0.0341246 2
-0.275342 -0.0343573 2
-0.271519 0.0614163 2
-0.277861 -0.02811 2
-0.279472 -0.0199093 2
-0.279391 -0.0307765 2
-0.279976 0.0335746 2
-0.279656 0.0426083 2
-0.283575 -0.0108811 2
-0.280909 0.0462145 2
-0.284609 -0.0235943 2
-0.28218 -0.0494894 2
-0.283504 0.0470877 2
-0.288017 -0.0125144 2
-0.26297 0.120322 2
-0.282636 -0.0653392 2
-0.286468 -0.051108 2
-0.283708 0.0686324 2
-0.292792 0.000553688 2
-0.292599 -0.0253319 2
-0.294594 0.000580771 2
-0.267936 0.124611 2
-0.289702 0.062639 2
-0.291078 0.0604902 2
-0.298184 -0.0028751 2
-0.291922 0.0651278 2
-0.283058 0.0993877 2
-0.283658 0.100396 2
-0.27179 0.131205 2
-0.302473 0.0117974 2
-0.301747 0.0335212 2
-0.267354 0.145755 2
-0.305117 -0.0132772 2
-0.280132 0.123895 2
-0.307111 -0.00767684 2
-0.297711 0.0793655 2
-0.30077 0.0708805 2
-0.296069 0.0915809 2
-0.295696 0.0957471 2
-0.305847 0.0601792 2
-0.299179 0.0906548 2
-0.312808 -0.0210203 2
-0.300993 0.090884 2
-0.315303 -0.00279674 2
-0.28249 0.142099 2
-0.313681 -0.0465546 2
-0.299031 -0.108239 2
-0.309143 0.0783583 2
-0.31951 -0.014073 2
-0.29736 0.120163 2
-0.314948 0.0651807 2
-0.313184 0.0770508 2
-0.323011 0.0163288 2
-0.324309 0.00314555 2
-0.291512 0.144195 2
-0.325593 0.0186345 2
-0.297376 0.136067 2
-0.297728 0.137459 2
-0.323221 0.0604706 2
-0.315531 0.0957178 2
-0.245117 0.221888 2
-0.32577 0.0615413 2
-0.288686 0.164839 2
-0.238511 0.232859 2
-0.296107 0.155027 2
-0.291688 0.165026 2
-0.297866 0.155552 2
-0.320303 0.10456 2
-0.333799 0.0520832 2
-0.324173 0.0982637 2
-0.318303 0.118482 2
-0.335818 0.0565145 2
-0.337876 0.049212 2
-0.303736 0.157932 2
-0.33935 0.0515493 2
-0.283752 0.194731 2
-0.314312 0.142352 2
-0.310967 0.151585 2
-0.284837 0.197915 2
-0.318199 0.140278 2
-0.336934 0.089617 2
-0.342561 0.0695475 2
-0.339248 0.0878982 2
-0.268752 0.226319 2
-0.295216 0.192169 2
-0.351192 0.0371632 2
-0.349189 0.0584916 2
-0.326533 0.139172 2
-0.333843 0.123217 2
-0.309259 0.17786 2
-0.302552 0.190738 2
-0.294626 0.204352 2
-0.298962 0.199581 2
-0.355862 0.0567616 2
-0.350441 0.0877526 2
-0.324201 0.161416 2
-0.333864 0.142651 2
-0.308284 0.193471 2
-0.317836 0.179184 2
-0.29478 0.21654 2
-0.329947 0.159936 2
-0.319072 0.182481 2
-0.364466 0.0541592 2
-0.333539 0.1587 2
-0.320716 0.185044 2
-0.33036 0.169205 2
-0.321846 0.186688 2
-0.338012 0.15766 2
-0.297351 0.226636 2
-0.351111 0.131062 2
-0.358486 0.112339 2
-0.328261 0.184539 2
-0.335835 0.172348 2
-0.315331 0.209133 2
-0.334389 0.178987 2
-0.281686 0.255324 2
-0.323467 0.201474 2
-0.362331 0.12094 2
-0.321283 0.208271 2
-0.199041 0.328135 2
-0.329724 0.198152 2
-0.349744 0.162343 2
-0.357721 0.146312 2
-0.344954 0.176284 2
-0.358805 0.148415 2
-0.337073 0.194552 2
-0.331014 0.206397 2
-0.362087 0.147536 2
-0.347929 0.180346 2
-0.351862 0.174582 2
-0.33919 0.199863 2
-0.331012 0.214793 2
-0.326925 0.222568 2
-0.299805 0.25932 2
-0.263033 0.297756 2
-0.277919 0.285172 2
-0.334261 0.218059 2
-0.308423 0.254706 2
-0.340639 0.211391 2
-0.355912 0.186471 2
-0.303152 0.265082 2
-0.244526 0.321096 2
-0.343571 0.213502 2
-0.296133 0.276873 2
-0.238837 0.328697 2
-0.369462 0.171218 2
-0.272638 0.303679 2
-0.294743 0.283576 2
-0.380743 0.151858 2
-0.308454 0.271333 2
-0.347208 0.221254 2
-0.3343 0.241852 2
-0.298503 0.286163 2
-0.287549 0.298421 2
-0.272547 0.313377 2
-0.318426 0.268032 2
-0.34004 0.241577 2
-0.342531 0.239608 2
-0.318942 0.271605 2
-0.341225 0.244569 2
-0.301518 0.293416 2
-0.279913 0.315299 2
-0.402132 0.129674 2
-0.408626 0.11096 2
-0.288702 0.31097 2
-0.262968 0.334162 2
-0.401262 0.143431 2
-0.364667 0.222194 2
-0.339366 0.260678 2
-0.330218 0.273587 2
-0.28606 0.320683 2
-0.210474 0.375691 2
-0.332472 0.275104 2
-0.35686 0.24423 2
-0.207976 0.380163 2
-0.365575 0.234338 2
-0.285283 0.328567 2
-0.240682 0.363593 2
-0.207696 0.384417 2
-0.358554 0.251278 2
-0.225133 0.376572 2
-0.304698 0.316927 2
-0.311077 0.31194 2
-0.305062 0.319074 2
-0.323684 0.301489 2
-0.358385 0.260816 2
-0.249195 0.367649 2
-0.225849 0.383481 2
-0.314803 0.315859 2
-0.242155 0.375544 2
-0.31958 0.313602 2
-0.159581 0.419308 2
-0.30931 0.326224 2
-0.340344 0.295078 2
-0.211582 0.398687 2
-0.333587 0.305371 2
-0.265791 0.367019 2
-0.207351 0.403944 2
-0.264288 0.370319 2
-0.246273 0.383607 2
-0.186511 0.416942 2
-0.347636 0.297657 2
-0.230131 0.396631 2
-0.386451 0.248512 2
-0.182406 0.422681 2
-0.328097 0.324213 2
-0.288081 0.36139 2
-0.384938 0.257391 2
-0.273573 0.374727 2
-0.270753 0.377878 2
-0.21091 0.415277 2
-0.167984 0.435384 2
-0.377351 0.27609 2
-0.256624 0.391927 2
-0.366749 0.292922 2
-0.283421 0.375269 2
-0.224747 0.414115 2
-0.327774 0.33973 2
-0.255622 0.397946 2
-0.263401 0.393924 2
-0.249035 0.404219 2
-0.319858 0.352077 2
-0.25722 0.401202 2
-0.192742 0.436847 2
-0.181366 0.442665 2
-0.416404 0.237311 2
-0.338097 0.340974 2
-0.321138 0.358203 2
-0.343456 0.338148 2
-0.258261 0.408016 2
-0.292673 0.385213 2
-0.201804 0.440675 2
-0.335674 0.350879 2
-0.23669 0.425026 2
-0.225389 0.432142 2
-0.347486 0.343044 2
-0.297753 0.388136 2
-0.242508 0.425885 2
-0.3343 0.359605 2
-0.302605 0.387799 2
-0.236609 0.432274 2
-0.13949 0.473578 2
-0.247232 0.428369 2
-0.186079 0.459228 2
-0.117888 0.482195 2
-0.150388 0.474013 2
-0.259074 0.425537 2
-0.326691 0.377323 2
-0.293927 0.404483 2
-0.343958 0.364136 2
-0.24226 0.439449 2
-0.219742 0.452132 2
-0.217776 0.454082 2
-0.226531 0.450787 2
-0.231704 0.449164 2
-0.303096 0.40556 2
-0.217606 0.458156 2
-0.163791 0.480985 2
-0.138165 0.489898 2
-0.309812 0.405 2
-0.347915 0.374009 2
-0.00363203 0.511699 2
-0.315159 0.404285 2
-0.106089 0.502435 2
-0.197084 0.475163 2
-0.189638 0.479153 2
-0.230183 0.462055 2
-0.175304 0.486496 2
-0.0765358 0.512333 2
-0.191315 0.482365 2
-0.321024 0.408848 2
-0.261421 0.450343 2
-0.407391 0.325763 2
-0.231269 0.468556 2
-0.00660067 0.523382 2
-0.212682 0.479252 2
-0.336098 0.403608 2
-0.237387 0.469528 2
-0.236532 0.470967 2
-0.113086 0.515674 2
-0.485954 0.208587 2
-0.245472 0.469422 2
-0.166459 0.503845 2
-0.238933 0.474802 2
-0.346246 0.404472 2
-0.182449 0.501155 2
-0.0381953 0.532867 2
-0.113344 0.522994 2
-0.244781 0.476882 2
-0.124349 0.522339 2
-0.00501633 0.537814 2
-0.15791 0.515077 2
-0.193902 0.5036 2
-0.0368876 0.53928 2
-0.0497127 0.539154 2
-0.282139 0.463177 2
-0.102207 0.533542 2
-0.171176 0.516519 2
-0.0716542 0.540315 2
-0.11043 0.534661 2
-0.135809 0.529714 2
-0.144496 0.528345 2
-0.223427 0.501094 2
-0.0294458 0.54876 2
-0.0428278 0.548782 2
-0.296763 0.464672 2
-0.0437954 0.550513 2
-0.263119 0.486566 2
-0.097766 0.54536 2
-0.0459071 0.553053 2
-0.0444421 0.554076 2
-0.266662 0.488743 2
-0.0622107 0.554177 2
0.170137 0.532016 2
-0.0635928 0.555833 2
-0.186029 0.52858 2
-0.0930132 0.5535 2
-0.0109069 0.562056 2
-0.239797 0.509448 2
-0.17525 0.536044 2
-0.360881 0.434554 2
-0.0354871 0.564652 2
0.0264841 0.566047 2
-0.326869 0.463993 2
-0.097838 0.559986 2
-0.294476 0.487304 2
-0.219926 0.526157 2
-0.00487739 0.57115 2
0.168794 0.546603 2
-0.0666331 0.569085 2
-0.121067 0.560958 2
-0.0607847 0.571552 2
-0.0205299 0.575309 2
0.0159894 0.576355 2
-0.022521 0.577038 2
-0.197099 0.543759 2
-0.334236 0.473129 2
-0.0184931 0.579885 2
-0.0342952 0.580068 2
-0.294961 0.501698 2
-0.029553 0.582133 2
-0.0175432 0.58352 2
0.0407746 0.583261 2
0.0408902 0.584156 2
0.0136255 0.586328 2
-0.0584753 0.584469 2
-0.216284 0.547087 2
-0.107311 0.579334 2
0.0250585 0.589558 2
-0.0316764 0.590141 2
-0.199769 0.557161 2
-0.105817 0.583272 2
0.0978038 0.585582 2
0.0581527 0.591744 2
0.126106 0.58199 2
0.0243001 0.595901 2
-0.0265484 0.596707 2
-0.0441792 0.596565 2
0.0228866 0.598662 2
-0.242527 0.548799 2
-0.00741023 0.600855 2
0.0159299 0.601591 2
0.063498 0.599348 2
0.115044 0.592539 2
0.0566868 0.601841 2
-0.113258 0.594717 2
-0.0623522 0.603092 2
-0.0225311 0.606789 2
0.108364 0.598375 2
-0.0474496 0.607158 2
0.0211888 0.609542 2
0.0760572 0.606057 2
-0.216326 0.572184 2
0.143206 0.595639 2
-0.0991311 0.605452 2
-0.020298 0.614079 2
0.146036 0.597734 2
-0.108236 0.606636 2
0.106966 0.607776 2
-0.071639 0.613852 2
0.0328323 0.618047 2
0.160627 0.598645 2
-0.0213032 0.620355 2
0.116273 0.610651 2
0.00359458 0.622512 2
-0.115235 0.612681 2
0.0532995 0.622045 2
0.0285285 0.624574 2
0.180491 0.599547 2
-0.245187 0.577102 2
0.0584957 0.625197 2
0.0982678 0.621103 2
0.0959088 0.622383 2
0.0870421 0.624595 2
-0.00631831 0.6315 2
0.156041 0.61288 2
-0.0431865 0.631859 2
0.10624 0.625273 2
0.207536 0.600271 2
0.187304 0.607831 2
0.267765 0.577919 2
0.145591 0.621 2
0.167224 0.61646 2
0.110825 0.629966 2
0.243304 0.592533 2
-0.0270493 0.640871 2
0.0984845 0.634748 2
0.0377907 0.642132 2
0.0474488 0.642394 2
0.131215 0.631558 2
0.0447278 0.644396 2
0.159248 0.626938 2
0.230083 0.605507 2
0.0861074 0.642908 2
-0.19427 0.619818 2
-0.00461571 0.650434 2
0.246824 0.602774 2
0.137265 0.637645 2
0.180098 0.627832 2
0.454299 0.470531 2
0.164928 0.633849 2
0.0603118 0.653077 2
0.241779 0.610633 2
0.0218033 0.657296 2
0.21037 0.624054 2
0.258359 0.606743 2
0.0499625 0.658468 2
0.0367469 0.660239 2
0.250986 0.612752 2
0.201981 0.631551 2
0.0696984 0.660296 2
0.34121 0.570632 2
0.104142 0.65757 2
0.0326002 0.665869 2
0.0976495 0.660387 2
0.0729308 0.664478 2
0.286643 0.604889 2
0.169069 0.648597 2
0.124133 0.659592 2
0.157287 0.653408 2
0.170881 0.650916 2
0.00238022 0.67387 2
0.338778 0.583567 2
0.161558 0.656077 2
-0.148484 0.660082 2
0.205057 0.645699 2
0.314225 0.601215 2
0.105949 0.670966 2
0.332718 0.593249 2
0.233166 0.639926 2
0.371212 0.572103 2
0.133672 0.669672 2
0.311421 0.60875 2
0.301165 0.614892 2
0.432758 0.531741 2
0.226173 0.648159 2
0.0742807 0.683362 2
0.131669 0.675577 2
0.194634 0.661135 2
0.261534 0.638611 2
0.396029 0.566241 2
0.0603686 0.689253 2
0.334238 0.606833 2
0.252207 0.646222 2
0.438103 0.539006 2
0.201928 0.665537 2
0.315707 0.620723 2
0.524402 0.459594 2
0.197118 0.669795 2
0.283251 0.639147 2
0.413645 0.56471 2
0.301397 0.632789 2
-0.0477804 0.700173 2
0.119423 0.692481 2
0.370423 0.598202 2
0.273015 0.649453 2
0.389692 0.587994 2
0.157547 0.688511 2
0.0088699 0.707152 2
0.24154 0.665639 2
0.325497 0.629878 2
0.25968 0.66071 2
0.422921 0.571306 2
0.42839 0.568344 2
0.332572 0.630248 2
0.254177 0.666705 2
0.396753 0.594117 2
0.461558 0.54648 2
0.330438 0.635434 2
0.453747 0.555311 2
0.431964 0.573548 2
0.346047 0.630156 2
0.232833 0.681123 2
0.32458 0.643495 2
0.300844 0.65592 2
0.486917 0.533807 2
0.275963 0.668719 2
0.2926 0.662594 2
0.454789 0.564906 2
0.14747 0.710994 2
0.411169 0.59959 2
0.521688 0.507662 2
0.482664 0.546102 2
0.0997507 0.72288 2
0.298124 0.667041 2
0.313811 0.660803 2
0.277972 0.677635 2
0.403173 0.61256 2
0.331263 0.655259 2
0.572944 0.460607 2
0.305016 0.669862 2
0.355639 0.645443 2
0.429958 0.599617 2
0.567447 0.47301 2
0.339319 0.657213 2
0.297312 0.678237 2
0.377853 0.637936 2
0.466988 0.577057 2
0.576939 0.468564 2
0.218608 0.711309 2
0.228829 0.709034 2
0.438396 0.603527 2
0.391791 0.63583 2
0.614825 0.425579 2
0.496789 0.560067 2
0.513204 0.546303 2
0.415325 0.625045 2
0.389812 0.64232 2
0.690876 0.297613 2
0.0576685 0.750942 2
0.397401 0.640835 2
0.307455 0.689513 2
0.591606 0.470447 2
0.523764 0.546216 2
0.510518 0.559836 2
0.55168 0.520635 2
0.354609 0.671589 2
0.561636 0.512556 2
0.157827 0.744721 2
0.410351 0.642264 2
0.441203 0.62258 2
0.501166 0.576605 2
0.640414 0.418197 2
0.593722 0.483623 2
0.587555 0.492501 2
0.556073 0.529096 2
0.703283 0.309736 2
0.523047 0.564226 2
0.350299 0.686008 2
0.597496 0.487548 2
0.499713 0.588543 2
0.295815 0.714129 2
0.640926 0.433699 2
0.423264 0.64894 2
0.121747 0.766062 2
0.56579 0.531933 2
0.499649 0.595669 2
0.658256 0.415418 2
0.74059 0.242492 2
0.555295 0.548023 2
0.59931 0.500914 2
0.425277 0.656228 2
0.576459 0.529718 2
0.350561 0.701016 2
0.606066 0.498411 2
0.194671 0.761083 2
0.407978 0.672395 2
0.578274 0.534395 2
0.33432 0.713883 2
0.503459 0.607741 2
0.515339 0.598889 2
0.590403 0.526394 2
0.465055 0.640949 2
0.48506 0.627086 2
0.742184 0.28127 2
0.579743 0.543396 2
0.627118 0.489425 2
0.589173 0.535838 2
0.493216 0.626435 2
0.599063 0.527488 2
0.431018 0.672891 2
0.721988 0.344578 2
0.536017 0.595087 2
0.52369 0.607153 2
0.604874 0.527692 2
0.520701 0.612086 2
0.68223 0.426368 2
0.632179 0.499026 2
0.378921 0.711723 2
0.539835 0.600135 2
0.62413 0.513323 2
0.434574 0.682379 2
0.547101 0.597189 2
0.627175 0.513873 2
0.425138 0.691472 2
0.758488 0.291609 2
0.694345 0.423897 2
0.602459 0.548009 2
0.671539 0.462357 2
0.602608 0.55052 2
0.611629 0.54184 2
0.648555 0.498528 2
0.703713 0.418826 2
0.610284 0.54741 2
0.521347 0.633861 2
0.507275 0.646323 2
0.498479 0.654265 2
0.673269 0.474062 2
0.759255 0.321003 2
0.700648 0.435992 2
0.601144 0.566666 2
0.555777 0.612442 2
0.819315 0.119112 2
0.706878 0.432759 2
0.660399 0.502319 2
0.669545 0.491586 2
0.633724 0.538367 2
0.7363 0.388338 2
0.634942 0.539715 2
0.580453 0.599183 2
0.640899 0.535443 2
0.675935 0.492004 2
0.716735 0.432151 2
0.770848 0.328277 2
0.806282 0.231069 2
0.81085 0.217983 2
0.660297 0.520111 2
0.734967 0.409691 2
0.72098 0.435578 2
0.723098 0.433807 2
0.706275 0.462337 2
0.721542 0.439862 2
0.757244 0.377103 2
0.761628 0.370232 2
0.710244 0.462849 2
0.625505 0.57354 2
0.786758 0.32054 2
0.707667 0.47167 2
0.807411 0.269976 2
0.795573 0.30561 2
0.771704 0.36379 2
0.699759 0.489638 2
0.799104 0.303943 2
0.487626 0.703356 2
0.724247 0.45771 2
0.628871 0.583179 2
0.77 0.379767 2
0.859439 0.00597569 2
0.832902 0.215625 2
0.860247 -0.0417871 2
0.748586 0.427718 2
0.862796 0.0214873 2
0.668495 0.54731 2
0.811651 0.298688 2
0.849192 0.168591 2
0.651023 0.572084 2
0.838074 0.224288 2
0.774712 0.392504 2
0.805764 0.326415 2
0.842994 0.216176 2
0.816235 0.304467 2
0.832387 0.260081 2
0.679008 0.548661 2
0.786442 0.381005 2
0.778255 0.399438 2
0.66124 0.574082 2
0.861393 0.162447 2
0.80628 0.346235 2
0.726097 0.4943 2
0.812497 0.336125 2
0.72728 0.495763 2
0.789094 0.391961 2
0.846936 0.246155 2
0.874915 0.118343 2
0.858744 0.208884 2
0.870489 0.157848 2
0.883989 -0.0531592 2
0.862425 0.205136 2
0.803033 0.377616 2
0.757723 0.463586 2
0.864839 0.206667 2
0.864584 0.211552 2
0.878813 0.146809 2
0.88258 0.128548 2
0.759625 0.469094 2
0.788344 0.420954 2
0.893994 0.0327698 2
0.780321 0.43933 2
0.78355 0.435403 2
0.889745 0.116176 2
0.756266 0.484584 2
0.818312 0.372485 2
0.799956 0.412397 2
0.871602 0.227888 2
0.865973 0.25167 2
0.902313 0.0265232 2
0.900173 0.0786649 2
0.882481 0.198381 2
0.856523 0.293474 2
0.843122 0.332471 2
0.815932 0.396586 2
0.900204 0.119552 2
0.890618 0.181927 2
0.748044 0.518041 2
0.759749 0.502353 2
0.908012 0.0820553 2
0.87142 0.271089 2
0.904711 0.126513 2
0.89911 0.1666 2
0.915127 0.018561 2
0.882344 0.246823 2
0.863461 0.309094 2
0.914601 0.0791343 2
0.865452 0.308876 2
0.919788 -0.00770375 2
0.879188 0.273414 2
0.79716 0.462517 2
0.877917 0.28339 2
0.878281 0.285191 2
0.919742 -0.0919222 2
0.886101 0.266209 2
0.918259 0.120458 2
0.925647 0.0505697 2
0.898579 0.23153 2
0.914115 0.164669 2
0.929439 -0.023231 2
0.87858 0.306872 2
0.923482 0.122197 2
0.931468 -0.0423929 2
0.933097 0.021023 2
0.922605 0.146948 2
0.79952 0.485021 2
0.933058 0.0746127 2
0.930091 0.113052 2
0.932548 0.0994671 2
0.932901 0.104532 2
0.939596 -0.00903301 2
0.880204 0.331448 2
0.940547 -0.0410361 2
0.91325 0.232345 2
0.912068 0.240498 2
0.943807 0.0252185 2
0.936026 0.13025 2
0.918046 0.228047 2
0.946842 -0.00306115 2
0.933298 0.164863 2
0.948639 0.00419084 2
0.939791 0.135784 2
0.943717 -0.112937 2
0.944504 0.113933 2
0.916085 -0.259946 2
0.950472 0.0714401 2
0.953382 0.0358156 2
0.942663 -0.152726 2
0.95029 0.103 2
0.948824 -0.122947 2
0.922479 -0.257178 2
0.95855 0.00407248 2
0.952443 0.115825 2
0.874143 0.397701 2
0.961117 -0.016679 2
0.950575 0.148874 2
0.954522 0.127978 2
0.896348 0.354665 2
0.936975 -0.230309 2
0.964783 0.0435508 2
0.962458 0.0901074 2
0.938221 -0.236491 2
0.92703 0.28026 2
0.89447 0.37363 2
0.969514 -0.038311 2
0.961036 -0.139944 2
0.972004 0.0115132 2
0.958491 -0.167248 2
0.97197 0.0608659 2
0.974309 -0.0301409 2
0.972219 -0.0820533 2
0.944505 0.248218 2
0.950852 -0.226591 2
0.955564 0.210053 2
0.970238 -0.132765 2
0.979711 0.0303347 2
0.950773 0.241971 2
0.981981 -0.00111811 2
0.961357 -0.204577 2
0.956385 0.230563 2
0.979719 -0.0987703 2
0.903989 -0.392661 0
0.939896 -0.299586 2
0.986985 -0.0281876 2
0.979511 -0.131425 2
0.989084 0.014454 2
0.940568 -0.309208 2
0.99009 0.0422445 2
0.967705 -0.217705 2
0.939588 -0.320642 2
0.992958 -0.0382234 2
0.98971 0.0984488 2
0.987259 -0.127795 2
0.975146 -0.204686 2
0.992794 -0.0946626 2
0.998175 -0.00680445 2
0.910775 -0.410717 0
0.980866 -0.194685 2
0.0991279 -0.0131779 3
0.0970453 -0.0276259 3
0.101009 -0.0126811 3
0.100516 -0.0210782 3
0.103215 -0.00896291 3
0.104459 -0.00308248 3
0.0959554 -0.0436218 3
0.105853 -0.00980903 3
0.107168 -0.00290236 3
0.105054 -0.0255163 3
0.10558 -0.0271266 3
0.103506 -0.0369694 3
0.10422 -0.037647 3
0.110947 -0.0130503 3
0.084294 -0.0746734 3
0.105028 -0.0430622 3
0.105234 -0.0449046 3
0.115242 0.00410708 3
0.115726 -0.0106665 3
0.103313 -0.0551618 3
0.117916 0.00489889 3
0.109519 -0.0463393 3
0.116977 -0.0259449 3
0.10935 -0.0511475 3
0.0944887 -0.0765748 3
0.105933 -0.0615627 3
0.123395 -0.00264486 3
0.120762 -0.0295479 3
0.124598 -0.0125198 3
0.126098 0.00267606 3
0.12535 -0.020575 3
0.118593 -0.0479723 3
0.128788 0.00323341 3
0.126382 -0.0292802 3
0.130269 -0.00971236 3
0.108308 -0.074632 3
0.130865 -0.0203172 3
0.12605 -0.0434656 3
0.121388 -0.0573042 3
0.106047 -0.0837583 3
0.117412 -0.068704 3
0.126126 -0.0533296 3
0.13726 -0.0126093 3
0.112674 -0.0809508 3
0.118629 -0.0736647 3
0.13195 -0.0483817 3
0.139977 -0.0203027 3
0.13858 -0.0325115 3
0.120636 -0.0772374 3
0.143382 -0.014801 3
0.129882 -0.0645653 3
0.12003 -0.0830242 3
0.137369 -0.0519016 3
0.1276 -0.0744819 3
0.133862 -0.064632 3
0.145122 -0.0361217 3
0.140858 -0.0528614 3
0.147767 -0.0327418 3
0.152158 0.00536397 3
0.14856 -0.0372261 3
0.135682 -0.0729594 3
0.147992 -0.0459269 3
0.152552 -0.0319216 3
0.155368 -0.0208189 3
0.133114 -0.0844791 3
0.151097 -0.0480681 3
0.139908 -0.0765052 3
0.154668 -0.0423477 3
0.13589 -0.0868277 3
0.157145 -0.0400243 3
0.149526 -0.0650509 3
0.154078 -0.0560721 3
0.161816 -0.0315609 3
0.135535 -0.0954386 3
0.161998 -0.0391713 3
0.15942 -0.0516157 3
0.153487 -0.0694494 3
0.143648 -0.0897291 3
0.16601 -0.037851 3
0.166953 -0.0377659 3
0.164757 -0.0496373 3
0.159167 -0.0677164 3
0.143754 -0.0978108 3
0.162683 -0.0638785 3
0.170712 -0.0414653 3
0.176363 -0.00868542 3
0.171326 -0.0463214 3
0.1624 -0.0737903 3
0.146775 -0.102947 3
0.132701 -0.121882 3
0.174445 -0.0485731 3
0.133892 -0.12325 3
0.16646 -0.0757444 3
0.121758 -0.137664 3
0.157924 -0.0957523 3
0.155074 -0.101951 3
0.166343 -0.0843036 3
0.116585 -0.146704 3
0.137382 -0.128758 3
0.175742 -0.0700511 3
0.16693 -0.0909321 3
0.174849 -0.0768458 3
0.175841 -0.0768268 3
0.13134 -0.141134 3
0.166332 -0.0992514 3
0.168751 -0.0969033 3
0.181977 -0.0714347 3
0.165017 -0.106494 3
0.152615 -0.12504 3
0.179076 -0.0849377 3
0.164361 -0.112365 3
0.179069 -0.0890755 3
0.177328 -0.0944235 3
0.157135 -0.12662 3
0.153688 -0.132168 3
0.158513 -0.127782 3
0.186399 -0.0841278 3
0.125808 -0.162369 3
0.169183 -0.118065 3
0.185212 -0.0929043 3
0.173883 -0.114339 3
0.117255 -0.17302 3
0.152697 -0.144034 3
0.0729521 -0.197786 3
